time_stamp, average time, incremental time, search time,fov check time, total time, alpha_bal, alpha_del
1577837007.39963913,0.06193134,0.00242931,0.00000226,78476.00000000,0.03834663,0.000000,0.000000
1577837007.49947810,0.06184925,0.00237796,0.00000226,78501.00000000,0.03911087,0.000000,0.000000
1577837007.59931397,0.06176840,0.00235977,0.00000224,78512.00000000,0.03929077,0.000000,0.000000
1577837007.69993281,0.06168261,0.00250187,0.00000216,78523.00000000,0.03774866,0.000000,0.000000
1577837007.79977608,0.06161058,0.00261899,0.00000226,78493.00000000,0.04144211,0.000000,0.000000
1577837007.89962196,0.06153762,0.00260300,0.00000217,78506.00000000,0.04103580,0.000000,0.000000
1577837007.99946904,0.06147633,0.00281497,0.00000231,78538.00000000,0.04419105,0.000000,0.000000
1577837008.09929609,0.06141489,0.00291734,0.00000225,78578.00000000,0.04402807,0.000000,0.000000
1577837008.19992805,0.06135421,0.00292078,0.00000217,78638.00000000,0.04412281,0.000000,0.000000
1577837008.29977179,0.06129033,0.00280195,0.00000217,78684.00000000,0.04308290,0.000000,0.000000
1577837008.39961386,0.06123165,0.00294177,0.00000217,78733.00000000,0.04445061,0.000000,0.000000
1577837008.49944901,0.06117952,0.00314565,0.00000217,78778.00000000,0.04621617,0.000000,0.000000
1577837008.59928083,0.06113139,0.00311147,0.00000215,78789.00000000,0.04727002,0.000000,0.000000
1577837008.69992399,0.06108903,0.00327429,0.00000219,78776.00000000,0.04884861,0.000000,0.000000
1577837008.79976296,0.06104782,0.00351501,0.00000221,78836.00000000,0.04909506,0.000000,0.000000
1577837008.89960599,0.06100515,0.00359305,0.00000222,78894.00000000,0.04858968,0.000000,0.000000
1577837008.99946117,0.06097689,0.00380041,0.00000230,78841.00000000,0.05272309,0.000000,0.000000
1577837009.09930015,0.06094200,0.00343631,0.00000217,78880.00000000,0.05072063,0.000000,0.000000
1577837009.19992495,0.06091354,0.00544193,0.00000214,78942.00000000,0.05254782,0.000000,0.000000
1577837009.29976296,0.06087762,0.00335122,0.00000217,76743.00000000,0.05027855,0.000000,0.000000
1577837009.39960504,0.06084454,0.00339073,0.00000214,76791.00000000,0.05105439,0.000000,0.000000
1577837009.49944901,0.06082070,0.00356350,0.00000217,76871.00000000,0.05373891,0.000000,0.000000
1577837009.59928703,0.06080438,0.00437401,0.00000218,77028.00000000,0.05594332,0.000000,0.000000
1577837009.69992089,0.06079451,0.00420528,0.00000222,77232.00000000,0.05784084,0.000000,0.000000
1577837009.79976082,0.06081219,0.00485144,0.00000252,77469.00000000,0.06611622,0.000000,0.000000
1577837009.89959908,0.06081147,0.00464532,0.00000227,77561.00000000,0.06059569,0.000000,0.000000
1577837009.99944496,0.06082347,0.00480416,0.00000235,77710.00000000,0.06444790,0.000000,0.000000
1577837010.09928083,0.06082936,0.00491531,0.00000224,77887.00000000,0.06261441,0.000000,0.000000
1577837010.19992089,0.06084306,0.00553486,0.00000225,78137.00000000,0.06500760,0.000000,0.000000
1577837010.29976201,0.06087296,0.00588084,0.00000226,77851.00000000,0.06999192,0.000000,0.000000
1577837010.39960194,0.06090719,0.00542420,0.00000230,78083.00000000,0.07138072,0.000000,0.000000
1577837010.49945712,0.06095106,0.00566178,0.00000237,78362.00000000,0.07441941,0.000000,0.000000
1577837010.59929609,0.06099848,0.00678901,0.00000233,78622.00000000,0.07560590,0.000000,0.000000
1577837010.69991088,0.06104695,0.00608541,0.00000235,78926.00000000,0.07602385,0.000000,0.000000
1577837010.79974985,0.06112015,0.00784643,0.00000241,78012.00000000,0.08381184,0.000000,0.000000
1577837010.89957714,0.06118267,0.00670730,0.00000242,77976.00000000,0.08062722,0.000000,0.000000
1577837010.99941611,0.06127229,0.00650130,0.00000258,78341.00000000,0.08923243,0.000000,0.000000
1577837011.09965706,0.06135251,0.00719243,0.00000246,78736.00000000,0.08646184,0.000000,0.000000
1577837011.19949007,0.06144002,0.00778687,0.00000248,79039.00000000,0.08891666,0.000000,0.000000
1577837011.29933596,0.06153249,0.00704951,0.00000257,78635.00000000,0.09066192,0.000000,0.000000
1577837011.39998484,0.06163013,0.00719786,0.00000265,78891.00000000,0.09248489,0.000000,0.000000
1577837011.49982691,0.06171009,0.00681059,0.00000246,79099.00000000,0.08705547,0.000000,0.000000
1577837011.59965014,0.06179118,0.00696725,0.00000256,79405.00000000,0.08757941,0.000000,0.000000
1577837011.69949102,0.06186783,0.00686596,0.00000256,79458.00000000,0.08631951,0.000000,0.000000
1577837011.79932594,0.06193285,0.00577812,0.00000264,79569.00000000,0.08273862,0.000000,0.000000
1577837011.89995813,0.06197347,0.00557668,0.00000244,79729.00000000,0.07501307,0.000000,0.000000
1577837011.99979806,0.06199832,0.00498512,0.00000242,79901.00000000,0.06999870,0.000000,0.000000
1577837012.09962916,0.06201859,0.00474516,0.00000242,80056.00000000,0.06856723,0.000000,0.000000
1577837012.19945908,0.06204314,0.00461124,0.00000252,80133.00000000,0.06999683,0.000000,0.000000
1577837012.29930115,0.06205352,0.00464290,0.00000242,80193.00000000,0.06542795,0.000000,0.000000
1577837012.39995193,0.06205179,0.00440768,0.00000236,80280.00000000,0.06148566,0.000000,0.000000
1577837012.49979281,0.06204556,0.00409373,0.00000237,80301.00000000,0.06000879,0.000000,0.000000
1577837012.59964013,0.06203091,0.00406703,0.00000233,80371.00000000,0.05722516,0.000000,0.000000
1577837012.69948912,0.06201041,0.00382648,0.00000231,80377.00000000,0.05526662,0.000000,0.000000
1577837012.79933310,0.06198710,0.00373070,0.00000235,80414.00000000,0.05429505,0.000000,0.000000
1577837012.89997697,0.06196209,0.00352402,0.00000234,80423.00000000,0.05368323,0.000000,0.000000
1577837012.99980998,0.06193826,0.00332950,0.00000237,80467.00000000,0.05402725,0.000000,0.000000
1577837013.09965992,0.06189197,0.00303426,0.00000222,80476.00000000,0.04647682,0.000000,0.000000
1577837013.19948912,0.06184076,0.00269334,0.00000233,80501.00000000,0.04473651,0.000000,0.000000
1577837013.29934216,0.06177342,0.00237283,0.00000219,80525.00000000,0.03921406,0.000000,0.000000
1577837013.39998102,0.06170241,0.00246735,0.00000220,80550.00000000,0.03784466,0.000000,0.000000
1577837013.49982691,0.06162289,0.00200938,0.00000212,80565.00000000,0.03482431,0.000000,0.000000
1577837013.59966421,0.06153874,0.00190306,0.00000219,80562.00000000,0.03309467,0.000000,0.000000
1577837013.69951892,0.06145486,0.00203424,0.00000220,80571.00000000,0.03302137,0.000000,0.000000
1577837013.79937577,0.06136301,0.00172557,0.00000207,80558.00000000,0.03013253,0.000000,0.000000
1577837013.89960599,0.06127930,0.00168878,0.00000235,80570.00000000,0.03273351,0.000000,0.000000
1577837013.99944806,0.06118624,0.00166560,0.00000208,80582.00000000,0.02935957,0.000000,0.000000
1577837014.09929609,0.06109508,0.00170069,0.00000213,80595.00000000,0.02982932,0.000000,0.000000
1577837014.19994283,0.06101630,0.00189313,0.00000237,80607.00000000,0.03391715,0.000000,0.000000
1577837014.29977012,0.06093686,0.00186324,0.00000230,80623.00000000,0.03352748,0.000000,0.000000
1577837014.39961290,0.06085401,0.00190178,0.00000225,80667.00000000,0.03219009,0.000000,0.000000
1577837014.49947500,0.06077087,0.00184616,0.00000221,80728.00000000,0.03192041,0.000000,0.000000
1577837014.59930491,0.06068922,0.00195824,0.00000219,80774.00000000,0.03227586,0.000000,0.000000
1577837014.69992590,0.06061573,0.00199834,0.00000238,80811.00000000,0.03496767,0.000000,0.000000
1577837014.79977393,0.06053708,0.00186665,0.00000221,80849.00000000,0.03300767,0.000000,0.000000
1577837014.89961600,0.06045055,0.00179748,0.00000218,80868.00000000,0.03008029,0.000000,0.000000
